Name,OAID#link#multi,Affiliation#sortquan,City#sortquan,Region#sortquan,Country#sortquan,Latitude#hidden,Longitude#hidden,Collaborators#multi#link#sortquan,Scope#multi#sortquan,Number of Collaborators#number,OA concepts#multi#sortquan,Publications#hidden,Citedness#number,H Index#number,Publication Dates#multi#sortquan,Relevant Publications#number,#img,#netvis
G.R. Stephens,https://openalex.org/A2443481733,Aboriginal Affairs Northern Dev Canada,Gatineau,Quebec,Canada,45.42456,-75.69578,,aqueducts && water,0,Art|Period (music)|Aqueduct|Voltage|Environmental engineering|Archaeology|Water supply|Engineering|Mains electricity|Electrical engineering|Aesthetics|Ancient history|History,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2443481733"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,11,1985,1,CA,
G.W. Bianchi,https://openalex.org/A2936373189,Unknown,,,,,,https://openalex.org/A2632946213|https://openalex.org/A2937310257|https://openalex.org/A4348454001,aqueducts && water,3,Shield|Geology|Engineering|Petrology|Civil engineering,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2936373189"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,0,2019,1,un,f1f58844960d5927678ad984bc11340419d5a62994f662a55c156746d8607d7f
Ga Edington,https://openalex.org/A2169848276,Unknown,,,,,,https://openalex.org/A2254284810|https://openalex.org/A2099925317,aqueducts && water,2,Environmental engineering|Water supply|Engineering|Pipeline transport|Hydrology (agriculture)|Water resource management|Geotechnical engineering|Environmental science|Culvert,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2169848276"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,1,1958,1,un,6641208f260077f17e5d623f0ccb30fec255ccff03b092b1740ffcb4b99c12ea
Gabor G. Kovacs,https://openalex.org/A4354879538,Medical University of Vienna,Vienna,,Austria,48.22,16.351389,https://openalex.org/A2272214723|https://openalex.org/A300980543,aqueducts && water,2,Excavation|Cartography|Field (mathematics)|Archaeology|Pure mathematics|Geography|Scale (ratio)|Mathematical analysis|Field survey|History|Mathematics|Agriculture|Boundary (topology),"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4354879538"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",1.5,33,2015,1,AT,c48dd822a541d0c9a591440d2f7ab7fd02c12eae849357d01d13bb4be845a489
Gabriel Andres Tafur-Gómez,https://openalex.org/A3018830631,University of Applied and Environmental Sciences,Bogotá,,Colombia,4.800938,-74.04941,https://openalex.org/A2464691031|https://openalex.org/A4202363557,aqueducts && water,2,Computer science|Biology|Medicine|Veterinary medicine|Animal science|Agriculture|Odds ratio|Internal medicine|World Wide Web|Protozoan parasite|Toxoplasma gondii|Seroprevalence|Confidence interval|Immunology|Serology|Logistic regression|Parasite hosting|Antibody|Ecology|Animal husbandry,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A3018830631"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",1.75,2,2020,1,CO,db7a22d0034a5c57289ff8f51a930aa3fcf26661b3918e0864055a48d798fe82
Gabriele Morreale,https://openalex.org/A2473126309,National Society of Professional Engineers,Alexandria,Virginia,United States,38.806007,-77.05542,https://openalex.org/A4345715473|https://openalex.org/A1655352224|https://openalex.org/A1963582406|https://openalex.org/A4358168589|https://openalex.org/A4352362122,aqueducts && water,5,Control engineering|Hydraulic machinery|Mechanical engineering|Turbine|Hydraulic turbines|Engineering|Computer science|Marine engineering|Environmental science|Automotive engineering,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2473126309"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",2.6666666666666665,5,2016,1,US,fe6058dbba03fe483277173006764403137ad77435271ea7de306e76feacf35d
Gabriella Bottone,https://openalex.org/A2346177509,University of L'Aquila,L’Aquila,,Italy,42.367363,13.351896,https://openalex.org/A2345751025|https://openalex.org/A2346061845|https://openalex.org/A4354281650|https://openalex.org/A2722683445|https://openalex.org/A2346783597,aqueducts && water,5,Serotype|Salmonella enterica|Virology|Bacteria|Typhoid fever|Biology|Genetics|Biochemistry|Salmonella typhi|Gene|Escherichia coli|Salmonella|Medicine|Veterinary medicine,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2346177509"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,4,2016,1,IT,15f20211ed3a4d58b1ad30e92ca1c2809adee4da988e3bb5857a0eb3afa98f9b
Gabriella Elia,https://openalex.org/A4338991929,University of Bari Aldo Moro,Bari,,Italy,41.120277,16.868334,https://openalex.org/A2135868910|https://openalex.org/A2125754688|https://openalex.org/A1970054768|https://openalex.org/A4331282062|https://openalex.org/A2007012615|https://openalex.org/A4334033349,aqueducts && water,6,Uric acid|Traditional medicine|Internal medicine|Medicine|Epidemiology|Family history|Gout|Environmental health|Surgery|Physics|Incidence (geometry)|Optics|Population|Disease,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4338991929"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,3,1990,1,IT,03eb60b53163b01733d6277bb213c7b87d3afd31ad3d9d1c506368dad9c84f51
Gaetano Maria Fara,https://openalex.org/A4344879297,Sapienza University of Rome,Rome,Lazio,Italy,41.90384,12.514438,https://openalex.org/A4334415010,aqueducts && water,1,Environmental engineering|Geography|Natural resource economics|Biology|International trade|Archaeology|Medicine|Human health|Microeconomics|Scarcity|Pollution|Land reclamation|Environmental protection|Safeguard|Water resource management|Environmental health|Business|Risk analysis (engineering)|Water supply|Ecology|Environmental science|Environmental planning|Economics,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4344879297"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",1.2857142857142858,12,2003,1,IT,925cf082d82a03a7c7bbfe48ec0e6fe163a2151ce16c543832ac20a69be96d99
Ganqiang Zhang,https://openalex.org/A2562715731,Unknown,,,,,,https://openalex.org/A2113688975|https://openalex.org/A4355133184|https://openalex.org/A2005107832|https://openalex.org/A2643948530|https://openalex.org/A4356060941,aqueducts && water,5,Geometry|Aqueduct|Engineering|History|Civil engineering|Archaeology|Flow (mathematics)|Mathematics|Hull|Marine engineering,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2562715731"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,0,2016,1,un,cd84f4596626508dc129da55ae18da5a4aedf7f037c2e9f965f0bd927aaf004f
Gao Yang-feng,https://openalex.org/A2388071373,China Three Gorges University,Yichang,,China,30.720427,111.31817,,aqueducts && water,0,Geology|Engineering|Structural engineering|Water resource management|Geotechnical engineering|Civil engineering|Environmental science|Water transfer,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2388071373"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,0,2007,1,CN,
Gardner S. Williams,https://openalex.org/A4343249394,Unknown,,,,,,https://openalex.org/A4337601252,aqueducts && water,1,Mechanics|Mechanical engineering|Geology|Petroleum engineering|Water flow|Environmental engineering|Sanitary sewer|Engineering|Hydrology (agriculture)|Hydraulic head|Physics|Geotechnical engineering|Head (geology)|Geomorphology|Inlet|Flow (mathematics)|Environmental science|Water pipe,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4343249394"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,1,2010|1910,2,un,b6d3d301343973109280648a7704ec1b8768ed1fb47f66046b85278683a0fff9
Gary S. Fuis,https://openalex.org/A2199185821,United States Geological Survey,Reston,Virginia,United States,38.94762,-77.36789,https://openalex.org/A2666403773|https://openalex.org/A4348950499|https://openalex.org/A2091685896|https://openalex.org/A2099265385|https://openalex.org/A4352015700|https://openalex.org/A4338978840|https://openalex.org/A2485174207|https://openalex.org/A2671319746|https://openalex.org/A4348147481|https://openalex.org/A4355983739|https://openalex.org/A4333862384,aqueducts && water,11,Geology|Crust|Sedimentary basin|Seismic hazard|Tectonics|Paleontology|Fault (geology)|Geological survey|Seismology,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2199185821"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,30,2011,1,US,1de767fb8e16d645e9a31fb5412c15b555c83e5ce996a38a1236e406c6727731
Gavriil Tzortzakis,https://openalex.org/A2438979658,National and Kapodistrian University of Athens,Athens,Attiki,Greece,37.968266,23.778343,https://openalex.org/A4342434760|https://openalex.org/A1680853415|https://openalex.org/A4333249871|https://openalex.org/A4353287610,aqueducts && water,4,Philosophy|Raw water|Oceanography|Geology|Quality (philosophy)|Environmental engineering|Engineering|Turbidity|Computer science|Epistemology|Landslide|Biology|Ecology|Civil engineering|Geotechnical engineering|Water quality|Environmental science|Environmental planning,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2438979658"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,2,2016,1,GR,7dfb041f216483486ebfcb6887590a600316f8b1c1d18810d2638a10cc9eb6f5
Geoff West,https://openalex.org/A4353690136,Curtin University,Perth,Western Australia,Australia,-32.00593,115.894394,https://openalex.org/A2669682152,aqueducts && water,1,Mechanical engineering|Forensic engineering|Environmental engineering|Sanitary sewer|Engineering|Work (physics)|Civil engineering|Transport engineering|Cover (algebra),"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4353690136"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",2,28,1976,1,AU,4b55416973f72b4350c07492ca050a32a815d52aac05700b5aa33b1809f97520
George A. Schaible,https://openalex.org/A4347399864,Montana State University,Bozeman,Montana,United States,45.66833,-111.05,https://openalex.org/A2732482033|https://openalex.org/A2681886339,aqueducts && water,2,Emergency planning|Water source|Voltage|Environmental engineering|Water supply|Engineering|Political science|Mains electricity|Electrical engineering|Water resource management|Groundwater|Emergency management|Geotechnical engineering|Law|Business|Environmental planning|Environmental science,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4347399864"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,1,1965,1,US,f4bbcb2a814c6b35779cea205cc9d04bcfdf981e6e5e44c94e34a9ccb4d1cf0c
George Karavokiros,https://openalex.org/A1680853415,National Technical University of Athens,Athens,Attiki,Greece,37.978714,23.782654,https://openalex.org/A2438979658|https://openalex.org/A4333249871|https://openalex.org/A4353287610|https://openalex.org/A4342434760,aqueducts && water,4,Philosophy|Raw water|Oceanography|Geology|Quality (philosophy)|Environmental engineering|Engineering|Turbidity|Computer science|Epistemology|Landslide|Biology|Ecology|Civil engineering|Geotechnical engineering|Water quality|Environmental science|Environmental planning,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A1680853415"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",3,3,2016,1,GR,f3ac3227dec5ff7aefefa6082fd4bb4a604373c810e82f89f0bad3fe376a0faa
George W. Tauxe,https://openalex.org/A4346920400,"University of California, Los Angeles",Los Angeles,California,United States,34.072224,-118.4441,https://openalex.org/A4337208420|https://openalex.org/A4330940911,aqueducts && water,2,Computer science|Water resource management|Resource (disambiguation)|Computer network|Environmental science,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4346920400"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,6,1975,1,US,76b37aabd0df637ccf17d36ad8853db21db5f769204acee6a0792b3d85b1f171
Georges F. Comair,https://openalex.org/A4342216471,World Bank,Washington D.C.,District of Columbia,United States,38.8993,-77.0425,https://openalex.org/A4350788639,aqueducts && water,1,Mechanical engineering|Panama canal|Engineering|Geography|Water resource management|Work (physics)|Environmental science|Archaeology,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4342216471"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",5,3,2012,1,US,b8bb6425d2f8c88f27101a3c84357bac48a802895b80e623f781b163204b93eb
Georgios Antoniou,https://openalex.org/A4337702582,University of Nottingham,Nottingham,Nottingham,United Kingdom,52.93807,-1.196703,https://openalex.org/A4358914885|https://openalex.org/A4358737732|https://openalex.org/A4356262709|https://openalex.org/A2674930637|https://openalex.org/A4353934705|https://openalex.org/A4343098375,aqueducts && water,6,Art|Aqueduct|Environmental engineering|Byzantine architecture|Thermodynamics|Physics|Civil engineering|Archaeology|Prehistory|Sophistication|The Renaissance|History|Art history|Human settlement|Hydraulic engineering|Water supply|Engineering|Aesthetics|Ancient history,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4337702582"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,1,2013,1,GB,55d6dd1d9b896bab6316975b12bd108798a44590e566e51d8668e2812e80a26c
Georgios Antoniou,https://openalex.org/A4337934485,University of Nottingham,Nottingham,Nottingham,United Kingdom,52.93807,-1.196703,https://openalex.org/A4354289622|https://openalex.org/A4355817836|https://openalex.org/A4350132063|https://openalex.org/A3097081530|https://openalex.org/A2345166587|https://openalex.org/A4353480819|https://openalex.org/A4339072450,aqueducts && water,7,Aqueduct|Environmental engineering|Groundwater|Natural (archaeology)|Geography|Thermodynamics|Physics|Biology|Civil engineering|Archaeology|Agriculture|Reuse|Water resources|Water resource management|Sustainability|Hydraulic engineering|Water supply|Engineering|Geotechnical engineering|Ecology|Sustainable development|Environmental science|Waste management|Environmental planning,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4337934485"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",1.75,5,2020,1,GB,0d4e578336f50288b38240c472a7909bf5c4186f09a095eb729b2df8af8574c0
Georgios Charalampakis,https://openalex.org/A2225658640,University of Gothenburg,Gothenburg,,Sweden,57.698345,11.971846,https://openalex.org/A4358957438|https://openalex.org/A2562010633,aqueducts && water,2,Human settlement|Bronze|Hydraulic engineering|Bronze Age|Geography|History|Thermodynamics|Physics|Archaeology|Salient,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2225658640"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,14,2006|2007,2,SE,25499d3c430fb6b65d17be5f03afa9559f01c0cc85078e396696ec2735294492
Gerard J. Tellis,https://openalex.org/A4339121801,University of Southern California,Los Angeles,California,United States,34.02051,-118.28563,https://openalex.org/A2162974833,aqueducts && water,1,Art|Economic history|Literature|Greatness|Ancient history|Empire|History|Roman Empire,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4339121801"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,4,2018,1,US,8f305c4cc9f41d9d1e3dcac803a1c21441dc868cd9cd6e25bc94a097810caeec
Getúlio Ezequiel da Costa Peixoto Filho,https://openalex.org/A2110946107,Secretaria do Meio Ambiente,São Paulo,,Brazil,-23.561123,-46.70151,https://openalex.org/A2024720359,aqueducts && water,1,Geology,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2110946107"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,1,2017,1,BR,454c0a8ea9906ee2a92def232b208d8281b4699de3c16b903b18321cd0f54890
Giacinto Libertini,https://openalex.org/A4343242952,Institute of Evolutionary Biology,Barcelona,,Spain,41.385197,2.196062,https://openalex.org/A2639073485|https://openalex.org/A4347909030|https://openalex.org/A4332842149|https://openalex.org/A4358914885,aqueducts && water,4,Art|Water source|Mechanical engineering|Literature|Geology|Aqueduct|Engineering|Geography|Water resource management|Epigraph|Bay|Spring (device)|Environmental science|Archaeology,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4343242952"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0.3157894736842105,7,2018,1,ES,c0377bb1f386514bc5a27c68f618553cd7f1d036427f81fe3a48da8e835a9567
Giacomo Peruzzi,https://openalex.org/A4356477246,University of Padua,Padova,Veneto,Italy,45.406387,11.877446,https://openalex.org/A2018006054|https://openalex.org/A2528766431|https://openalex.org/A4333316820,aqueducts && water,3,Environmental monitoring|Environmental engineering|Telecommunications|Geography|Structural engineering|Computer science|Wireless network|Computer network|Archaeology|Key distribution in wireless sensor networks|Architecture|Wireless|Wireless sensor network|Energy (signal processing)|Statistics|Node (physics)|Energy harvesting|Sensor node|Real-time computing|Engineering|Mathematics,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4356477246"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",5.6923076923076925,10,2017,1,IT,8e9f07b0b53ec91435a8fe3a4d011b641005a11cee20474e75a77a541b1a86a5
Giacomo Scelba,https://openalex.org/A1963582406,University of Catania,Catania,,Italy,37.503613,15.086667,https://openalex.org/A4345715473|https://openalex.org/A1655352224|https://openalex.org/A2473126309|https://openalex.org/A4358168589|https://openalex.org/A4352362122,aqueducts && water,5,Control engineering|Hydraulic machinery|Mechanical engineering|Turbine|Hydraulic turbines|Engineering|Computer science|Marine engineering|Environmental science|Automotive engineering,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A1963582406"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",1.0512820512820513,22,2016,1,IT,126a4ea70e88bb78d97c30fde4fed575d4c4ccb57b2f800102c4c5eeca6ee6fa
Gianfranco Bruno,https://openalex.org/A2346061845,Unknown,,,,,,https://openalex.org/A2345751025|https://openalex.org/A4354281650|https://openalex.org/A2346177509|https://openalex.org/A2722683445|https://openalex.org/A2346783597,aqueducts && water,5,Serotype|Salmonella enterica|Virology|Bacteria|Typhoid fever|Biology|Genetics|Biochemistry|Salmonella typhi|Gene|Escherichia coli|Salmonella|Medicine|Veterinary medicine,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2346061845"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,2,2016,1,un,d37f6dfb40b2903ed4374c285f08b829f5bf37e4d1bfe7cd48b6297b9b44396f
Gideon Oron,https://openalex.org/A4345692579,Ben-Gurion University of the Negev,Beersheba,,Israel,31.262192,34.80151,,aqueducts && water,0,Mechanical engineering|Water source|Geology|Petroleum engineering|Water flow|Environmental engineering|Water supply|Engineering|Water resource management|Water resources|Hydrology (agriculture)|Spring (device)|Biology|Ecology|Geotechnical engineering|Environmental science,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4345692579"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",2.6666666666666665,29,2015,1,IL,
Gilles Chazot,https://openalex.org/A2277003250,European Institute for Marine Studies,Plouzané,,France,48.35862,-4.562734,https://openalex.org/A4359469593|https://openalex.org/A4335627524|https://openalex.org/A2071289138|https://openalex.org/A4352590699,aqueducts && water,4,Mediterranean climate|Period (music)|Carbonate|Acoustics|Aqueduct|Geography|Vegetation (pathology)|Physics|Archaeology|Medicine|Geology|Karst|Sedimentary rock|Cave|Materials science|Geochemistry|Paleontology|Physical geography|Metallurgy|Pathology,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A2277003250"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0.4,25,2019,1,FR,07fe63b8665885504dddf281168d0139a93bcda73311b52a44dfe616547fa8e8
Gina K. Beim,https://openalex.org/A4345537611,Unknown,,,,,,https://openalex.org/A4356730073,aqueducts && water,1,Frequency analysis|Acoustics|Reliability engineering|Power (physics)|Engineering|Reliability (semiconductor)|Thermodynamics|Physics|Environmental science|Statistics|Mathematics|Duration (music),"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4345537611"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,3,1988,1,un,3055376d9e063c1119887b2c9c0fee4eccd8068f5d737c31c7001daededbaf57
Gino Bontempelli,https://openalex.org/A4341216646,University of Udine,Udine,,Italy,46.080833,13.211667,https://openalex.org/A4344694939|https://openalex.org/A4346377879|https://openalex.org/A90193941|https://openalex.org/A4347170902,aqueducts && water,4,Chemistry|Inorganic chemistry|Environmental engineering|Environmental chemistry|Organic chemistry|Haloacetic acids|Chlorine dioxide|Biology|Ecology|Water quality|Water treatment|Environmental science|Chlorine|Acetic acid,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4341216646"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",2.5,31,2005,1,IT,81db13e76a119018c7a96c64867d81520c3ea685898371f4c1c51603bb3962af
Giorgia Bonanotte,https://openalex.org/A3024565190,Unknown,,,,,,https://openalex.org/A2502871003|https://openalex.org/A4354644219|https://openalex.org/A2013267945,aqueducts && water,3,Aqueduct|Environmental engineering|Groundwater|Geography|Civil engineering|Geomorphology|Archaeology|Mechanical engineering|Geology|Sluice|Hydrology (agriculture)|Brick|Aquifer|Sedimentation|Electrical conduit|Water supply|Engineering|Sediment|Geotechnical engineering,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A3024565190"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",2,2,2018,1,un,171e256e5baab59a2c96bdad6e9b55a83a104a0073bd0b4272faa6b8d20f12de
Giorgia Bonanotte,https://openalex.org/A4348556221,Unknown,,,,,,https://openalex.org/A4356253660|https://openalex.org/A2502871003|https://openalex.org/A2013267945,aqueducts && water,3,Mechanical engineering|Cartography|Geology|Aqueduct|Geomatics|Archaeology|Engineering|Geography|Hydrology (agriculture)|Water level|Brick|Geotechnical engineering|Electrical conduit|Remote sensing,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4348556221"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,1,2020,1,un,cb21fbd6460400108a5d478295a3ce0c61df6d68181450f28939a8588c6685ad
Giovanni De Feo,https://openalex.org/A4357286889,University of Salerno,Fisciano,,Italy,40.76868,14.795022,https://openalex.org/A4358957438|https://openalex.org/A2120022500|https://openalex.org/A4336803202,aqueducts && water,3,Wastewater|Irrigation|Sewerage|Environmental engineering|Engineering|Water resource management|Biology|Ecology|Sustainability|Environmental science|Environmental planning,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4357286889"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",0,14,2010,1,IT,0c55851c48fb741f3609d3ddc4a6883891b66da9fb729f334c8fce5a78eb7bef
Giovanni De Feo,https://openalex.org/A4358914885,University of Salerno,Fisciano,,Italy,40.76868,14.795022,https://openalex.org/A4358957438|https://openalex.org/A4343098375|https://openalex.org/A4332842149|https://openalex.org/A2787538761|https://openalex.org/A4337702582|https://openalex.org/A2157215083|https://openalex.org/A4358737732|https://openalex.org/A4334859875|https://openalex.org/A2639073485|https://openalex.org/A4347909030|https://openalex.org/A4356262709|https://openalex.org/A4343758012|https://openalex.org/A2674930637|https://openalex.org/A4332352365|https://openalex.org/A4335599560|https://openalex.org/A4332694468|https://openalex.org/A4353934705|https://openalex.org/A4343242952,aqueducts && water,18,Art|Mining engineering|Cartography|Aqueduct|Environmental engineering|Quality (philosophy)|Byzantine architecture|Geography|Thermodynamics|Emperor|Physics|Biology|Civil engineering|Archaeology|Environmental resource management|Prehistory|Philosophy|Mechanical engineering|Channel (broadcasting)|Marketing|Demography|Sociology|Geology|Literature|Sophistication|Hydrology (agriculture)|Electrical engineering|Spring (device)|Sewage treatment|Rainwater harvesting|Linguistics|The Renaissance|History|Cistern|Wastewater|Sewerage|Environmental economics|Water resource management|Art history|Politics|Civilization|Government (linguistics)|Law|Hydraulics|Business|Population|Aerospace engineering|Water source|Human settlement|Hydraulic engineering|Water supply|Engineering|Political science|Service (business)|Aesthetics|Ancient history|Epistemology|Investment (military)|Epigraph|Ecology|Geotechnical engineering|Bay|Terrain|Environmental science|Environmental planning|Economics,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4358914885"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",6,17,2018|2011|2012|2013|2014|2015,7,IT,44e0e16642feb462ec6845c9a4b0b2e9f923da9edd33a207d5c64ca8a0f4d109
Giovanni Forte,https://openalex.org/A4359973570,National Institute of Health,Yerevan,,Armenia,40.175594,44.492653,https://openalex.org/A692441484|https://openalex.org/A4353559100,aqueducts && water,2,Mining engineering|Sinkhole|Geology|Karst|Geography|Archaeology,"<a href='#' onClick='javascript:getPublication({""oaids"": ""https://openalex.org/A4359973570"", ""search"": [""Scope""], ""OAConcepts"": ""OA concepts"", ""synonyms"": {""Scope"": {}}, ""relax_match"": false})'>Show publications</a>",3.4285714285714284,31,2018,1,AM,3e1cbbd95bf64dfb6fd3317c4631936ff2bc954db8661c0aa205fb5916feb52b
